document,case,expected_answered,actual_answered,decision_state,decision_passed,case_passed,metric,score,threshold,metric_passed,reason
wikipedia_70533387_ahmad_bazzi,ahmad_bazzi_educational_work,True,True,AA,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output aligns perfectly with the retrieval context."
wikipedia_70533387_ahmad_bazzi,ahmad_bazzi_publications,False,False,NN,True,False,ContextualRelevancy,0.0,0.7,False,"The score is 0.00 because there are no relevant statements in the retrieval context that address the titles of Ahmad Bazzi's published research papers, as all provided statements focus on background information, patents, or his role as an educator."
wikipedia_70533387_ahmad_bazzi,ahmad_bazzi_publications,False,False,NN,True,False,AnswerRelevancy,0.5,0.7,False,"The score is 0.50 because the output included an irrelevant statement about the material not providing titles, which directly detracts from the request for specific titles of Ahmad Bazzi's research papers."
wikipedia_70533387_ahmad_bazzi,ahmad_bazzi_publications,False,False,NN,True,False,Correctness,1.0,0.7,True,"The actual output perfectly matches the expected output, demonstrating complete factual accuracy and the presence of all essential information as required. There are no discrepancies or missing information."
wikipedia_70533387_ahmad_bazzi,ahmad_bazzi_publications,False,False,NN,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_location,True,True,AA,True,False,ContextualRelevancy,0.25,0.7,False,"The score is 0.25 because while there are relevant statements about the location, such as 'It is located at Ardell...' and 'It is on the southwest corner of US Highway 50...', the majority of the context provides irrelevant historical and descriptive information that does not answer the location question."
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_location,True,True,AA,True,False,AnswerRelevancy,0.75,0.7,True,"The score is 0.75 because the output included an incorrect location (Ardell) for the Gano Grain Elevator and Scale House, which detracted from its relevance. However, the response still contained useful information that contributed to the overall score."
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_location,True,True,AA,True,False,Correctness,0.7473359394423743,0.7,True,"The actual output provides accurate information about the location of the Gano Grain Elevator and Scale House, matching the expected output in most details. However, it includes additional information about its position relative to US Highway 50 and County Road 9, which is not present in the expected output. This extra detail, while not incorrect, diverges from the expected brevity and focus, leading to a slight deduction in the score."
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_location,True,True,AA,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output aligns perfectly with the retrieval context."
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_capacity_change,False,False,NN,True,False,ContextualRelevancy,0.125,0.7,False,"The score is 0.12 because, despite the relevant statement that 'The grain elevator has a capacity of 15,000 bushels,' the majority of the retrieval context is irrelevant, focusing on construction details and location, which do not address the capacity."
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_capacity_change,False,False,NN,True,False,AnswerRelevancy,0.0,0.7,False,"The score is 0.00 because the output fails to provide any relevant information regarding the capacity of the Gano Grain Elevator, instead stating that such information is not available, which does not address the question."
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_capacity_change,False,False,NN,True,False,Correctness,1.0,0.7,True,"The actual output perfectly matches the expected output, demonstrating complete factual accuracy and the presence of all essential information without any discrepancies."
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_capacity_change,False,False,NN,True,False,Faithfulness,0.0,0.7,False,"The score is 0.00 because the actual output incorrectly claims that the capacity of the Gano Grain Elevator is unspecified, while the retrieval context clearly states it is 15,000 bushels."
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_construction_details,True,True,AA,True,False,ContextualRelevancy,0.16666666666666666,0.7,False,"The score is 0.17 because, while the relevant statement notes that 'The grain elevator is of balloon frame construction and has a capacity of 15,000 bushels,' the majority of the context discusses unrelated topics such as the scale house's construction and historical significance, which detracts from the overall relevance."
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_construction_details,True,True,AA,True,False,AnswerRelevancy,1.0,0.7,True,The score is 1.00 because the response directly addresses the question about the construction type of the Gano Grain Elevator without any irrelevant statements.
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_construction_details,True,True,AA,True,False,Correctness,0.8923470847857823,0.7,True,"The actual output closely matches the expected output in terms of factual accuracy, with only a minor difference in wording ('is built with' vs. 'is of'). This does not significantly alter the meaning, indicating strong alignment. However, the slight variation in phrasing could be seen as a minor issue, preventing a perfect score."
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_construction_details,True,True,AA,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_original_owner,False,False,NN,True,False,ContextualRelevancy,0.0,0.7,False,"The score is 0.00 because there are no relevant statements in the retrieval context that address the original owner of the Gano Grain Elevator and Scale House, as all provided statements focus on construction details and other unrelated information."
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_original_owner,False,False,NN,True,False,AnswerRelevancy,0.0,0.7,False,The score is 0.00 because the output contains irrelevant information that does not address the question about the original owner of the Gano Grain Elevator and Scale House.
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_original_owner,False,False,NN,True,False,Correctness,0.9519431258030033,0.7,True,"The actual output accurately reflects the expected output, maintaining factual accuracy and including all essential information without contradictions or inaccuracies. Both outputs convey the same message regarding the lack of specification about the original owner of the Gano Grain Elevator and Scale House."
wikipedia_56164797_gano_grain_elevator_and_scale_house,gano_grain_elevator_original_owner,False,False,NN,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output aligns perfectly with the retrieval context."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_victory_time,True,True,AA,True,False,ContextualRelevancy,0.2,0.7,False,"The score is 0.20 because while the relevant statement notes that 'Paul Bonhomme took his fourth victory of the season, finishing 0.767 seconds ahead of title rival Matt Hall,' the other statements fail to address the specific time difference question, making the overall context largely irrelevant."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_victory_time,True,True,AA,True,False,AnswerRelevancy,1.0,0.7,True,"The score is 1.00 because the response directly addressed the question about the time difference by which Paul Bonhomme won the race, with no irrelevant statements present."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_victory_time,True,True,AA,True,False,Correctness,0.45812326532371744,0.7,False,"The actual output provides the correct time difference of 0.767 seconds, which aligns with the expected output. However, it includes additional information about Paul Bonhomme winning the race, which is not part of the expected output. This extra detail does not contradict the expected output but diverges from the requirement to match it exactly, resulting in a partial score."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_victory_time,True,True,AA,True,False,Faithfulness,0.0,0.7,False,"The score is 0.00 because the actual output incorrectly presents the time difference as the winning margin, while it actually refers to the difference between Paul Bonhomme and his title rival Matt Hall."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,championship_flyers_quota,False,False,NN,True,False,ContextualRelevancy,0.0,0.7,False,"The score is 0.00 because there are no relevant statements in the retrieval context that address the total number of pilots who participated in the event, as all provided statements focus on other aspects of the race."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,championship_flyers_quota,False,False,NN,True,False,AnswerRelevancy,0.5,0.7,False,"The score is 0.50 because the output included irrelevant information about the total number of pilots, which did not address the specific question asked."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,championship_flyers_quota,False,False,NN,True,False,Correctness,1.0,0.7,True,"The actual output perfectly matches the expected output, demonstrating factual accuracy and the presence of all essential information without any contradictions or inaccuracies."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,championship_flyers_quota,False,False,NN,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_championship_lead,True,True,AA,True,False,ContextualRelevancy,0.2,0.7,False,"The score is 0.20 because, while the relevant statement notes that 'Championship leader Paul Bonhomme took his fourth victory of the season,' the majority of the context fails to address the specific question about the championship leader, making it largely irrelevant."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_championship_lead,True,True,AA,True,False,AnswerRelevancy,1.0,0.7,True,The score is 1.00 because the response directly addressed the question about the championship leader during the 2015 Red Bull Air Race of Fort Worth without any irrelevant statements.
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_championship_lead,True,True,AA,True,False,Correctness,0.9932453310737446,0.7,True,"The actual output accurately states that Paul Bonhomme was the championship leader during the 2015 Red Bull Air Race of Fort Worth, which aligns perfectly with the expected output. There are no factual contradictions, and all essential information is present."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_championship_lead,True,True,AA,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,air_race_attendance_numbers,False,False,NN,True,False,ContextualRelevancy,0.0,0.7,False,"The score is 0.00 because there are no relevant statements in the retrieval context that address total attendance, as all provided statements focus on event sequence, location, race results, competitor performance, and standings without mentioning attendance."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,air_race_attendance_numbers,False,False,NN,True,False,AnswerRelevancy,0.0,0.7,False,"The score is 0.00 because the output contains an irrelevant statement that explicitly states the total attendance is not specified, which does not address the question asked."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,air_race_attendance_numbers,False,False,NN,True,False,Correctness,1.0,0.7,True,"The actual output perfectly matches the expected output in terms of factual accuracy and completeness, with no discrepancies noted. Both outputs convey the same information regarding the lack of specification for total attendance at the event."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,air_race_attendance_numbers,False,False,NN,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output aligns perfectly with the retrieval context."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_education_background,True,True,AA,True,False,ContextualRelevancy,0.5,0.7,False,"The score is 0.50 because while the relevant statement notes that 'Sullivan graduated with a bachelor's degree in political science from Stanford University,' the context also includes irrelevant information about her master's degree, which detracts from the overall relevance."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_education_background,True,True,AA,True,False,AnswerRelevancy,1.0,0.7,True,The score is 1.00 because the response directly addressed the question about Margaret C. Sullivan's degree from Stanford University without any irrelevant statements.
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_education_background,True,True,AA,True,False,Correctness,0.4509590047136719,0.7,False,"The actual output provides additional information about the individual, including their name and the university attended, which is not present in the expected output. However, it fails to align with the expected output by including unnecessary details, leading to a partial match in factual accuracy and completeness."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_education_background,True,True,AA,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output aligns perfectly with the retrieval context."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_personal_interests,False,False,NN,True,False,ContextualRelevancy,0.0,0.7,False,"The score is 0.00 because there are no relevant statements in the retrieval context that address Margaret C. Sullivan's hobbies, as all provided statements focus on her professional background, education, and community service without mentioning any hobbies."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_personal_interests,False,False,NN,True,False,AnswerRelevancy,0.0,0.7,False,"The score is 0.00 because the output explicitly states that it does not provide information about Margaret C. Sullivan's hobbies, which is irrelevant to the question asked."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_personal_interests,False,False,NN,True,False,Correctness,1.0,0.7,True,"The actual output perfectly matches the expected output, demonstrating complete factual accuracy and the presence of all essential information without any discrepancies."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_personal_interests,False,False,NN,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_roles_in_government,True,True,AA,True,False,ContextualRelevancy,0.08333333333333333,0.7,False,"The score is 0.08 because the majority of the retrieval context discusses unrelated roles and experiences, such as her position at Farallon Capital Management and her early career on Capitol Hill, which do not pertain to her role in the U.S. Agency for International Development. The only relevant statement is that 'Margaret C. Sullivan is a former Chief Operating Officer and Chief of Staff for the U.S. Agency for International Development,' but it is overshadowed by the irrelevant information."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_roles_in_government,True,True,AA,True,False,AnswerRelevancy,1.0,0.7,True,The score is 1.00 because the response directly addressed the question about Margaret C. Sullivan's position in the U.S. Agency for International Development without any irrelevant statements.
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_roles_in_government,True,True,AA,True,False,Correctness,0.6473906217777858,0.7,False,"The actual output correctly identifies the positions of Chief Operating Officer and Chief of Staff, which aligns with the expected output. However, it includes additional information about Margaret C. Sullivan's role at the U.S. Agency for International Development, which, while factual, is not part of the expected output. This extra detail does not contradict the expected information but diverges from the requirement to provide only the titles."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_roles_in_government,True,True,AA,True,False,Faithfulness,0.0,0.7,False,"The score is 0.00 because the actual output incorrectly implies that Sullivan held both the Chief Operating Officer and Chief of Staff positions simultaneously, which is not supported by the retrieval context."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_family_background,False,False,NN,True,False,ContextualRelevancy,0.0,0.7,False,"The score is 0.00 because there are no relevant statements in the retrieval context, and multiple reasons confirm that it does not mention the names of Margaret C. Sullivan's parents."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_family_background,False,False,NN,True,False,AnswerRelevancy,0.0,0.7,False,"The score is 0.00 because the output contains an irrelevant statement that explicitly states the names of Margaret C. Sullivan's parents are not provided, which does not address the input question."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_family_background,False,False,NN,True,False,Correctness,1.0,0.7,True,"The actual output perfectly matches the expected output in both content and phrasing, demonstrating complete factual accuracy and the presence of all essential information without any discrepancies."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_family_background,False,False,NN,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_18702520_jedediah_higgins_house,historic_significance_of_jedediah_higgins_house,True,True,AA,True,False,ContextualRelevancy,0.16666666666666666,0.7,False,"The score is 0.17 because while the relevant statement notes that 'The house was listed on the National Register of Historic Places in 1984,' the majority of the context focuses on unrelated details such as location and architectural features, which do not address the historic recognition or the year it was listed."
wikipedia_18702520_jedediah_higgins_house,historic_significance_of_jedediah_higgins_house,True,True,AA,True,False,AnswerRelevancy,1.0,0.7,True,"The score is 1.00 because the response directly addressed the historic recognition of the Jedediah Higgins House and the year it was listed, with no irrelevant statements present."
wikipedia_18702520_jedediah_higgins_house,historic_significance_of_jedediah_higgins_house,True,True,AA,True,False,Correctness,1.0,0.7,True,"The actual output matches the expected output exactly, providing accurate factual information without any contradictions or missing details."
wikipedia_18702520_jedediah_higgins_house,historic_significance_of_jedediah_higgins_house,True,True,AA,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_18702520_jedediah_higgins_house,architectural_style_jedediah_higgins_house,False,True,NA,False,False,ContextualRelevancy,0.4,0.7,False,"The score is 0.40 because while the relevant statements mention that 'The Jedediah Higgins House is one of the least altered 19th-century Cape style houses,' much of the retrieval context focuses on interior details and listing dates, which are not pertinent to the architectural style."
wikipedia_18702520_jedediah_higgins_house,architectural_style_jedediah_higgins_house,False,True,NA,False,False,AnswerRelevancy,1.0,0.7,True,The score is 1.00 because the response directly addressed the question about the architectural style of the Jedediah Higgins House without any irrelevant statements.
wikipedia_18702520_jedediah_higgins_house,architectural_style_jedediah_higgins_house,False,True,NA,False,False,Correctness,0.5004252865051682,0.7,False,"The actual output correctly identifies the architectural style as 'Cape style,' which aligns with the expected output's description. However, it fails to acknowledge that the expected output notes the lack of specificity regarding the style, leading to a partial contradiction. This oversight results in a moderate score due to the presence of some accurate information but also significant discrepancies in acknowledging the limitations of the provided details."
wikipedia_18702520_jedediah_higgins_house,architectural_style_jedediah_higgins_house,False,True,NA,False,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_18702520_jedediah_higgins_house,interior_features_jedediah_higgins_house,True,True,AA,True,False,ContextualRelevancy,0.16666666666666666,0.7,False,"The score is 0.17 because, while the relevant statement notes that 'Interior finishes have also been preserved, including wood flooring, paneling, and wainscoting,' the majority of the context focuses on location, historical significance, and exterior characteristics, which do not address the specific interior features preserved in the house."
wikipedia_18702520_jedediah_higgins_house,interior_features_jedediah_higgins_house,True,True,AA,True,False,AnswerRelevancy,1.0,0.7,True,"The score is 1.00 because all the information provided directly addresses the specific interior features preserved in the Jedediah Higgins House, with no irrelevant statements present."
wikipedia_18702520_jedediah_higgins_house,interior_features_jedediah_higgins_house,True,True,AA,True,False,Correctness,0.9979667648586641,0.7,True,"The actual output matches the expected output perfectly in terms of factual accuracy and completeness, with no contradictions or missing information. Both outputs list the same preserved interior features of the Jedediah Higgins House."
wikipedia_18702520_jedediah_higgins_house,interior_features_jedediah_higgins_house,True,True,AA,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output aligns perfectly with the retrieval context."
wikipedia_18702520_jedediah_higgins_house,builder_of_jedediah_higgins_house,False,False,NN,True,False,ContextualRelevancy,0.0,0.7,False,"The score is 0.00 because there are no relevant statements in the retrieval context that address the original builder of the Jedediah Higgins House, as all provided statements focus on unrelated aspects such as location, architectural significance, and preservation."
wikipedia_18702520_jedediah_higgins_house,builder_of_jedediah_higgins_house,False,False,NN,True,False,AnswerRelevancy,0.0,0.7,False,"The score is 0.00 because the output fails to address the question about the original builder of the Jedediah Higgins House, instead providing irrelevant information that does not contribute to answering the query."
wikipedia_18702520_jedediah_higgins_house,builder_of_jedediah_higgins_house,False,False,NN,True,False,Correctness,0.939165025303469,0.7,True,"The actual output accurately reflects the expected output in terms of factual accuracy and completeness, with no discrepancies or missing information. Both outputs convey the same message regarding the lack of specification about the original builder of the Jedediah Higgins House."
wikipedia_18702520_jedediah_higgins_house,builder_of_jedediah_higgins_house,False,False,NN,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_opening_date,True,True,AA,True,False,ContextualRelevancy,0.2222222222222222,0.7,False,"The score is 0.22 because while the relevant statements indicate that 'Dazhou Jinya Airport was opened on May 19, 2022', the majority of the retrieval context focuses on unrelated aspects such as construction dates and operational details, which do not directly answer the question about the airport's opening."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_opening_date,True,True,AA,True,False,AnswerRelevancy,1.0,0.7,True,The score is 1.00 because the response directly addressed the question about the opening date of Dazhou Jinya Airport without any irrelevant statements.
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_opening_date,True,True,AA,True,False,Correctness,1.0,0.7,True,"The actual output matches the expected output exactly, demonstrating full factual accuracy and the presence of all essential information. There are no discrepancies or missing details."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_opening_date,True,True,AA,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output aligns perfectly with the retrieval context."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_airlines_destinations,False,False,NN,True,False,ContextualRelevancy,0.0,0.7,False,"The score is 0.00 because there are no relevant statements in the retrieval context that address the question about airlines operating at Dazhou Jinya Airport, as all provided statements focus on unrelated aspects of the airport."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_airlines_destinations,False,False,NN,True,False,AnswerRelevancy,0.0,0.7,False,"The score is 0.00 because the output explicitly states that the supplied material does not provide information about the airlines, which is irrelevant to the input question."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_airlines_destinations,False,False,NN,True,False,Correctness,0.9290515493002527,0.7,True,"The actual output closely matches the expected output in terms of factual accuracy and essential information, with only a minor difference in wording ('which airlines' vs. 'the airlines'). This slight variation does not affect the overall correctness of the claim, leading to a high score."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_airlines_destinations,False,False,NN,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_capacity_cargo,True,True,AA,True,False,ContextualRelevancy,0.2,0.7,False,"The score is 0.20 because, although the relevant statement mentions the airport's cargo capacity, the majority of the context focuses on unrelated aspects such as passenger movements and historical details, which do not address the specific query about annual cargo capacity."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_capacity_cargo,True,True,AA,True,False,AnswerRelevancy,1.0,0.7,True,The score is 1.00 because the response directly addresses the question about the annual cargo capacity of Dazhou Jinya Airport without any irrelevant statements.
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_capacity_cargo,True,True,AA,True,False,Correctness,0.9975136699619966,0.7,True,"The actual output matches the expected output perfectly, providing the exact figure of 21,000 tons without any discrepancies or missing information. There are no contradictions or incorrect claims present."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_capacity_cargo,True,True,AA,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_international_flights,False,False,NN,True,False,ContextualRelevancy,0.0,0.7,False,"The score is 0.00 because there are no relevant statements in the retrieval context that address the operation of international flights at Dazhou Jinya Airport, and multiple reasons indicate that the context only discusses domestic operations and unrelated statistics."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_international_flights,False,False,NN,True,False,AnswerRelevancy,0.0,0.7,False,"The score is 0.00 because the output fails to address the question about international flights at Dazhou Jinya Airport, instead providing irrelevant information that does not pertain to the inquiry."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_international_flights,False,False,NN,True,False,Correctness,1.0,0.7,True,"The actual output perfectly matches the expected output, demonstrating complete factual accuracy and the presence of all essential information. There are no discrepancies between the two outputs."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_international_flights,False,False,NN,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_28035055_entertainment_software_association_of_canada,esac_foundation_year,True,True,AA,True,False,ContextualRelevancy,0.16666666666666666,0.7,False,"The score is 0.17 because while the relevant statement notes that 'The organization was founded in October 2004 by a group of industry leaders and companies in the Canadian video game industry,' the majority of the context fails to address the founding date, focusing instead on background information and leadership history."
wikipedia_28035055_entertainment_software_association_of_canada,esac_foundation_year,True,True,AA,True,False,AnswerRelevancy,1.0,0.7,True,The score is 1.00 because the response directly addressed the question about the founding of the Entertainment Software Association of Canada without any irrelevant statements.
wikipedia_28035055_entertainment_software_association_of_canada,esac_foundation_year,True,True,AA,True,False,Correctness,1.0,0.7,True,"The actual output matches the expected output exactly, with no contradictions or missing information. All essential details are present and accurate."
wikipedia_28035055_entertainment_software_association_of_canada,esac_foundation_year,True,True,AA,True,False,Faithfulness,1.0,0.7,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_28035055_entertainment_software_association_of_canada,esac_key_members_roles,False,True,NA,False,False,ContextualRelevancy,0.5,0.7,False,"The score is 0.50 because while there are mentions of key individuals like Danielle LaBossiere Parr, Jayson Hilchie, and Paul Fogolin, the context fails to provide a comprehensive list of key members or their specific roles, as highlighted by the irrelevancy reasons."
wikipedia_28035055_entertainment_software_association_of_canada,esac_key_members_roles,False,True,NA,False,False,AnswerRelevancy,0.75,0.7,True,"The score is 0.75 because the output included a reference to a future event regarding Paul Fogolin's appointment, which does not pertain to the current roles of key members. This detracted from the overall relevance, but the rest of the information provided was largely on point."
wikipedia_28035055_entertainment_software_association_of_canada,esac_key_members_roles,False,True,NA,False,False,Correctness,0.4735770283529329,0.7,False,"The actual output provides specific names and roles of key members, which aligns with the expected output's mention of these individuals. However, it includes a future claim about Paul Fogolin's role that is not supported by the expected output, leading to a discrepancy in factual accuracy. Additionally, the expected output indicates that the material does not specify these details, which the actual output contradicts by providing them."
