document,case,expected_answered,actual_answered,decision_state,decision_passed,case_passed,metric_id,metric,score,threshold,metric_passed,metric_gates_case,reason
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_victory_time,True,True,AA,True,False,contextual_relevancy,Contextual Relevancy,0.2,0.7,False,False,"The score is 0.20 because while the relevant statement notes that 'Paul Bonhomme took his fourth victory of the season, finishing 0.767 seconds ahead of title rival Matt Hall,' the retrieval context fails to directly answer the question about the time difference, making it largely irrelevant."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_victory_time,True,True,AA,True,False,answer_relevancy,Answer Relevancy,0.5,0.7,False,True,"The score is 0.50 because the output included irrelevant information about the runner-up, which did not address the specific question regarding the time difference by which Paul Bonhomme won."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_victory_time,True,True,AA,True,False,correctness,Correctness,0.5104427986586257,0.7,False,True,"The actual output provides the correct time difference of 0.767 seconds, which aligns with the expected output. However, it includes additional information about the competitors, which is not necessary for the expected output. This results in a partial alignment with the evaluation steps, as it contains the essential information but also introduces extraneous details."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_victory_time,True,True,AA,True,False,faithfulness,Faithfulness,0.0,0.7,False,True,"The score is 0.00 because the actual output misleadingly states that Paul Bonhomme won by 0.767 seconds, which implies this was the time difference at the finish line, contradicting the retrieval context that clarifies it was not the margin of victory."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,championship_flyers_quota,False,False,NN,True,True,contextual_relevancy,Contextual Relevancy,0.0,0.7,False,False,"The score is 0.00 because there are no relevant statements in the retrieval context that address the total number of pilots who participated in the event, as all provided statements focus on other aspects of the race."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,championship_flyers_quota,False,False,NN,True,True,answer_relevancy,Answer Relevancy,0.5,0.7,False,False,"The score is 0.50 because the output included irrelevant information about the total number of pilots, which did not address the input question directly."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,championship_flyers_quota,False,False,NN,True,True,correctness,Correctness,1.0000000000000002,0.7,True,True,"The actual output perfectly matches the expected output in terms of factual accuracy and completeness. Both statements correctly indicate that the total number of pilots is not specified, demonstrating alignment with the evaluation steps."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,championship_flyers_quota,False,False,NN,True,True,faithfulness,Faithfulness,1.0,0.7,True,False,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_championship_lead,True,True,AA,True,False,contextual_relevancy,Contextual Relevancy,0.2,0.7,False,False,"The score is 0.20 because while the relevant statement mentions 'Championship leader Paul Bonhomme,' the majority of the context fails to address the question, focusing instead on unrelated details about the event and other pilots."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_championship_lead,True,True,AA,True,False,answer_relevancy,Answer Relevancy,1.0,0.7,True,True,The score is 1.00 because the response directly addressed the question about the championship leader during the 2015 Red Bull Air Race of Fort Worth without any irrelevant statements.
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_championship_lead,True,True,AA,True,False,correctness,Correctness,0.5402576528814349,0.7,False,True,"The actual output correctly identifies Paul Bonhomme as the championship leader, which aligns with the expected output. However, it lacks the specific context of the 2015 Red Bull Air Race of Fort Worth, resulting in incomplete information and a lack of detail that is essential for full alignment with the expected output."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,paul_bonhomme_championship_lead,True,True,AA,True,False,faithfulness,Faithfulness,1.0,0.7,True,True,"The score is 1.00 because there are no contradictions, indicating that the actual output aligns perfectly with the retrieval context."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,air_race_attendance_numbers,False,False,NN,True,True,contextual_relevancy,Contextual Relevancy,0.0,0.7,False,False,"The score is 0.00 because there are no relevant statements in the retrieval context that address total attendance, as all provided reasons indicate a lack of information related to the input question."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,air_race_attendance_numbers,False,False,NN,True,True,answer_relevancy,Answer Relevancy,0.0,0.7,False,False,"The score is 0.00 because the output explicitly states that the total attendance is not specified, making it irrelevant to the question."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,air_race_attendance_numbers,False,False,NN,True,True,correctness,Correctness,1.0,0.7,True,True,"The actual output perfectly matches the expected output in terms of factual accuracy and completeness. There are no discrepancies or missing information, and the claims made are correct, indicating strong alignment with the evaluation steps."
wikipedia_47958172_2015_red_bull_air_race_of_fort_worth,air_race_attendance_numbers,False,False,NN,True,True,faithfulness,Faithfulness,1.0,0.7,True,False,"The score is 1.00 because there are no contradictions, indicating that the actual output aligns perfectly with the retrieval context."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_education_background,True,True,AA,True,False,contextual_relevancy,Contextual Relevancy,0.09090909090909091,0.7,False,False,"The score is 0.09 because the retrieval context primarily discusses her career and personal life, failing to address the specific question about her degree, despite the relevant statement that 'Sullivan graduated with a bachelor's degree in political science from Stanford University.'"
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_education_background,True,True,AA,True,False,answer_relevancy,Answer Relevancy,1.0,0.7,True,True,The score is 1.00 because the response directly addresses the question about Margaret C. Sullivan's degree from Stanford University without any irrelevant statements.
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_education_background,True,True,AA,True,False,correctness,Correctness,0.4946139236943581,0.7,False,True,"The actual output provides additional context about the degree holder and the institution, which is not present in the expected output. However, it fails to align with the expected output's focus on the degree itself, leading to a partial match. The essential information about the degree is present, but the extra details introduce a discrepancy in alignment with the expected output."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_education_background,True,True,AA,True,False,faithfulness,Faithfulness,1.0,0.7,True,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_personal_interests,False,False,NN,True,True,contextual_relevancy,Contextual Relevancy,0.0,0.7,False,False,"The score is 0.00 because the retrieval context contains no relevant information about Margaret C. Sullivan's hobbies, focusing instead on her professional roles and achievements."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_personal_interests,False,False,NN,True,True,answer_relevancy,Answer Relevancy,0.0,0.7,False,False,"The score is 0.00 because the output explicitly states that it does not provide information about Margaret C. Sullivan's hobbies, which is irrelevant to the question asked."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_personal_interests,False,False,NN,True,True,correctness,Correctness,0.9871700355396206,0.7,True,True,"The actual output accurately reflects the expected output, maintaining factual accuracy and containing all essential information without any contradictions or incorrect claims."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_personal_interests,False,False,NN,True,True,faithfulness,Faithfulness,1.0,0.7,True,False,"The score is 1.00 because there are no contradictions, indicating that the actual output aligns perfectly with the retrieval context."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_roles_in_government,True,True,AA,True,False,contextual_relevancy,Contextual Relevancy,0.09090909090909091,0.7,False,False,"The score is 0.09 because while the relevant statement notes that 'Margaret C. Sullivan is a former Chief Operating Officer and Chief of Staff for the U.S. Agency for International Development,' the majority of the context discusses her roles in unrelated positions, such as at Farallon Capital Management and the Department of Housing and Urban Development, making the overall context largely irrelevant."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_roles_in_government,True,True,AA,True,False,answer_relevancy,Answer Relevancy,1.0,0.7,True,True,The score is 1.00 because the response directly addressed the question about Margaret C. Sullivan's position in the U.S. Agency for International Development without any irrelevant statements.
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_roles_in_government,True,True,AA,True,False,correctness,Correctness,0.6317589317445855,0.7,False,True,"The actual output provides accurate titles held by Margaret C. Sullivan, aligning with the expected output. However, it includes additional information about her role at the U.S. Agency for International Development, which is not part of the expected output. This results in a partial alignment, as the essential information is present but not in the concise format requested."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_roles_in_government,True,True,AA,True,False,faithfulness,Faithfulness,0.0,0.7,False,True,"The score is 0.00 because the actual output incorrectly implies that Sullivan served as Chief Operating Officer and Chief of Staff simultaneously, which is not specified in the retrieval context."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_family_background,False,False,NN,True,True,contextual_relevancy,Contextual Relevancy,0.07692307692307693,0.7,False,False,"The score is 0.08 because while the relevant statement mentions her parents in the context of founding Casa Teresa, the majority of the retrieval context focuses on her career and achievements, which do not address her parents' names."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_family_background,False,False,NN,True,True,answer_relevancy,Answer Relevancy,0.0,0.7,False,False,"The score is 0.00 because the output explicitly states that the names of Margaret C. Sullivan's parents are not provided, which is irrelevant to the question asked."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_family_background,False,False,NN,True,True,correctness,Correctness,1.0,0.7,True,True,"The actual output perfectly matches the expected output, demonstrating complete factual accuracy and the presence of all essential information without any discrepancies."
wikipedia_61157930_margaret_sullivan_civil_servant,sullivan_family_background,False,False,NN,True,True,faithfulness,Faithfulness,1.0,0.7,True,False,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_18702520_jedediah_higgins_house,historic_significance_of_jedediah_higgins_house,True,True,AA,True,True,contextual_relevancy,Contextual Relevancy,0.16666666666666666,0.7,False,False,"The score is 0.17 because, while the relevant statement notes that 'The house was listed on the National Register of Historic Places in 1984,' the majority of the context focuses on unrelated aspects such as location and architectural features, which do not address the historic recognition or the year it was listed."
wikipedia_18702520_jedediah_higgins_house,historic_significance_of_jedediah_higgins_house,True,True,AA,True,True,answer_relevancy,Answer Relevancy,1.0,0.7,True,True,"The score is 1.00 because the response directly addressed the question about the historic recognition of the Jedediah Higgins House and the year it was listed, with no irrelevant statements present."
wikipedia_18702520_jedediah_higgins_house,historic_significance_of_jedediah_higgins_house,True,True,AA,True,True,correctness,Correctness,1.0,0.7,True,True,"The actual output matches the expected output exactly, demonstrating factual accuracy and the presence of all essential information without any contradictions or incorrect claims."
wikipedia_18702520_jedediah_higgins_house,historic_significance_of_jedediah_higgins_house,True,True,AA,True,True,faithfulness,Faithfulness,1.0,0.7,True,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_18702520_jedediah_higgins_house,architectural_style_jedediah_higgins_house,False,True,NA,False,False,contextual_relevancy,Contextual Relevancy,0.4,0.7,False,False,"The score is 0.40 because while there are relevant statements about the Jedediah Higgins House being an 'excellent early example' of the 'Cape style', much of the context focuses on interior details and listing dates that do not address the architectural style directly."
wikipedia_18702520_jedediah_higgins_house,architectural_style_jedediah_higgins_house,False,True,NA,False,False,answer_relevancy,Answer Relevancy,0.5,0.7,False,True,"The score is 0.50 because the output included irrelevant details about the house's construction type, which did not directly address the question regarding its specific architectural style."
wikipedia_18702520_jedediah_higgins_house,architectural_style_jedediah_higgins_house,False,True,NA,False,False,correctness,Correctness,0.4489894100744924,0.7,False,True,"The actual output inaccurately claims that the Jedediah Higgins House was designed in the 19th-century Cape style, which contradicts the expected output that states the material does not specify the exact architectural style. While it does mention the Cape style, it adds unnecessary detail about it being a post-and-beam house, which is not supported by the expected output. This results in a factual contradiction and a lack of alignment with the expected information."
wikipedia_18702520_jedediah_higgins_house,architectural_style_jedediah_higgins_house,False,True,NA,False,False,faithfulness,Faithfulness,1.0,0.7,True,True,"The score is 1.00 because there are no contradictions, indicating that the actual output aligns perfectly with the retrieval context."
wikipedia_18702520_jedediah_higgins_house,interior_features_jedediah_higgins_house,True,True,AA,True,True,contextual_relevancy,Contextual Relevancy,0.16666666666666666,0.7,False,False,"The score is 0.17 because, while the relevant statement notes that 'Interior finishes have also been preserved, including wood flooring, paneling, and wainscoting,' the majority of the context focuses on unrelated aspects such as location, historical significance, and exterior characteristics, which do not address the specific interior features preserved in the house."
wikipedia_18702520_jedediah_higgins_house,interior_features_jedediah_higgins_house,True,True,AA,True,True,answer_relevancy,Answer Relevancy,1.0,0.7,True,True,"The score is 1.00 because all the information provided directly addresses the specific interior features preserved in the Jedediah Higgins House, with no irrelevant statements present."
wikipedia_18702520_jedediah_higgins_house,interior_features_jedediah_higgins_house,True,True,AA,True,True,correctness,Correctness,1.0,0.7,True,True,"The actual output accurately reflects the expected output, with no contradictions or missing information. Both outputs list the same preserved interior features of the Jedediah Higgins House, demonstrating material correctness and full alignment with the evaluation steps."
wikipedia_18702520_jedediah_higgins_house,interior_features_jedediah_higgins_house,True,True,AA,True,True,faithfulness,Faithfulness,1.0,0.7,True,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_18702520_jedediah_higgins_house,builder_of_jedediah_higgins_house,False,False,NN,True,True,contextual_relevancy,Contextual Relevancy,0.0,0.7,False,False,"The score is 0.00 because there are no relevant statements in the retrieval context that address the original builder of the Jedediah Higgins House, as all provided statements focus on unrelated aspects such as location, architectural significance, and interior features."
wikipedia_18702520_jedediah_higgins_house,builder_of_jedediah_higgins_house,False,False,NN,True,True,answer_relevancy,Answer Relevancy,0.0,0.7,False,False,"The score is 0.00 because the output contains irrelevant information about the original builder, which does not address the question asked."
wikipedia_18702520_jedediah_higgins_house,builder_of_jedediah_higgins_house,False,False,NN,True,True,correctness,Correctness,0.9265586309332724,0.7,True,True,"The actual output accurately reflects the expected output in terms of factual accuracy and completeness. Both statements convey the same information regarding the lack of specification about the original builder of the Jedediah Higgins House, with no contradictions or missing information."
wikipedia_18702520_jedediah_higgins_house,builder_of_jedediah_higgins_house,False,False,NN,True,True,faithfulness,Faithfulness,1.0,0.7,True,False,"The score is 1.00 because there are no contradictions, indicating that the actual output aligns perfectly with the retrieval context."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_opening_date,True,True,AA,True,False,contextual_relevancy,Contextual Relevancy,0.05555555555555555,0.7,False,False,"The score is 0.06 because the retrieval context contains numerous irrelevant statements, such as those discussing construction dates and operational capacity, which do not address the question about the airport's opening. However, it does include the relevant statement that 'Dazhou Jinya Airport was opened on May 19, 2022,' which is crucial for answering the query."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_opening_date,True,True,AA,True,False,answer_relevancy,Answer Relevancy,1.0,0.7,True,True,The score is 1.00 because the response directly addressed the question about the opening date of Dazhou Jinya Airport without any irrelevant statements.
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_opening_date,True,True,AA,True,False,correctness,Correctness,0.7467600210098149,0.7,True,True,"The actual output correctly states that Dazhou Jinya Airport opened on May 19, 2022, aligning with the expected output. However, it introduces additional information about the airport officially opening to traffic on May 18, 2022, which, while factual, is not part of the expected output. This extra detail does not contradict the expected information but slightly diverges from the requirement to match the expected output precisely."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_opening_date,True,True,AA,True,False,faithfulness,Faithfulness,0.5,0.7,False,True,"The score is 0.50 because the actual output incorrectly states the opening date of Dazhou Jinya Airport as May 18, 2022, while the retrieval context specifies it opened on May 19, 2022."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_airlines_destinations,False,False,NN,True,True,contextual_relevancy,Contextual Relevancy,0.0,0.7,False,False,"The score is 0.00 because there are no relevant statements in the retrieval context that address the question about airlines operating at Dazhou Jinya Airport, as all provided statements focus on unrelated aspects of the airport."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_airlines_destinations,False,False,NN,True,True,answer_relevancy,Answer Relevancy,0.0,0.7,False,False,"The score is 0.00 because the output explicitly states that it does not provide information about the airlines operating at Dazhou Jinya Airport, which is directly irrelevant to the input question."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_airlines_destinations,False,False,NN,True,True,correctness,Correctness,1.0,0.7,True,True,"The actual output perfectly matches the expected output, demonstrating complete factual accuracy and alignment with the evaluation steps. There are no discrepancies, and all essential information is present."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_airlines_destinations,False,False,NN,True,True,faithfulness,Faithfulness,1.0,0.7,True,False,"The score is 1.00 because there are no contradictions, indicating that the actual output aligns perfectly with the retrieval context."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_capacity_cargo,True,True,AA,True,True,contextual_relevancy,Contextual Relevancy,0.05263157894736842,0.7,False,False,"The score is 0.05 because while the relevant statement notes that 'Dazhou Jinya Airport has an annual capacity of 21,000 tons of cargo,' the majority of the retrieval context focuses on unrelated aspects such as operational history and passenger movements, making it largely irrelevant to the specific inquiry about annual cargo capacity."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_capacity_cargo,True,True,AA,True,True,answer_relevancy,Answer Relevancy,1.0,0.7,True,True,The score is 1.00 because the response directly addresses the question about the annual cargo capacity of Dazhou Jinya Airport without any irrelevant statements.
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_capacity_cargo,True,True,AA,True,True,correctness,Correctness,0.9848486320392901,0.7,True,True,"The actual output accurately states the annual cargo capacity of Dazhou Jinya Airport as 21,000 tons, which matches the expected output perfectly. There are no discrepancies in factual accuracy, and all essential information is present."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_capacity_cargo,True,True,AA,True,True,faithfulness,Faithfulness,1.0,0.7,True,True,"The score is 1.00 because there are no contradictions, indicating that the actual output perfectly aligns with the retrieval context."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_international_flights,False,True,NA,False,False,contextual_relevancy,Contextual Relevancy,0.0,0.7,False,False,"The score is 0.00 because the retrieval context contains no relevant statements regarding international flights, and multiple reasons indicate that Dazhou Jinya Airport is primarily a 'domestic feeder airport', suggesting it does not operate international flights."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_international_flights,False,True,NA,False,False,answer_relevancy,Answer Relevancy,0.0,0.7,False,True,"The score is 0.00 because the output incorrectly states that Dazhou Jinya Airport is a domestic feeder airport, which is irrelevant to the question about its international flight operations."
wikipedia_69063593_dazhou_jinya_airport,dazhou_jinya_airport_international_flights,False,True,NA,False,False,correctness,Correctness,0.6448242787715095,0.7,False,True,"The actual output correctly identifies that Dazhou Jinya Airport is described as a 'domestic feeder airport,' which aligns with the expected output's focus on the lack of information regarding international flights. However, it does not explicitly address the absence of details about international operations, which is a key aspect of the expected output. This oversight slightly detracts from the overall alignment."
